file_path,title,artist,album,genre,year,length
C:\Users\marius\Desktop\Musik\Deep House 2025\Palastic - Heaven.mp3,Heaven,"PALASTIC, ALLKNIGHT",Heaven,Electro,2025-02-21,141.00897959183675
C:\Users\marius\Desktop\Musik\Deep House 2025\PALASTIC - The Darkside.mp3,The Darkside,PALASTIC/ Ekko,The Darkside,Electro,2023-02-17,164.21369614512471
C:\Users\marius\Desktop\Musik\Deep House 2025\Palastic - Wildfire.mp3,Wildfire,PALASTIC,Wildfire,Electro,2024-03-08,192.0
C:\Users\marius\Desktop\Musik\Deep House 2025\Pascal Junior - No Lies.mp3,No Lies,Pascal Junior,No Lies,,2019-11-22,159.67743764172334
C:\Users\marius\Desktop\Musik\Deep House 2025\Paul Schulze - If You Had My Love.mp3,If You Had My Love,"Paul Schulze, Funkenstein, Levii",If You Had My Love,Electro,2025-06-20,144.69514739229024
C:\Users\marius\Desktop\Musik\Deep House 2025\Paul Schulze - Make It Better.mp3,Make It Better,Paul Schulze,Make It Better,Electro,2024-12-06,197.32897959183674
C:\Users\marius\Desktop\Musik\Deep House 2025\Paul Schulze - Waiting.mp3,Waiting,"Paul Schulze, Aiko, whoisanyelo",Waiting,Electro,2025-08-15,174.01784580498867
C:\Users\marius\Desktop\Musik\Deep House 2025\Prospa - This Rhythm (feat. RAHH).mp3,This Rhythm (feat. RAHH),"Prospa, RAHH",This Rhythm (feat. RAHH),Dance,2025-02-14,189.98857142857142
C:\Users\marius\Desktop\Musik\Deep House 2025\Punctual - Lifeline.mp3,Lifeline,"Punctual, Aiko",Lifeline,Electro,2024-12-13,189.20489795918368
C:\Users\marius\Desktop\Musik\Deep House 2025\Reiny - I See You.mp3,I See You,"Reiny, EZIA",I See You,Electro,2024-12-27,184.6334693877551
C:\Users\marius\Desktop\Musik\Deep House 2025\Reiny - Missing Me.mp3,Missing Me,"Reiny, EZIA",Missing Me,Electro,2025-05-09,166.99038548752836
C:\Users\marius\Desktop\Musik\Deep House 2025\Revelle27 - Mother.mp3,Mother,Revelle27,Mother,Electro,2024-05-03,158.7983673469388
C:\Users\marius\Desktop\Musik\Deep House 2025\Rivo - Mess Around (Baby Baby).mp3,Mess Around (Baby Baby),"Rivo, Jaquet",Mess Around (Baby Baby),,2025-07-25,221.7273469387755
C:\Users\marius\Desktop\Musik\Deep House 2025\Row - I Can't See.mp3,I Can't See,"Row, Samuel Miller",I Can't See,Electro,2020-10-30,135.24589569160997
C:\Users\marius\Desktop\Musik\Deep House 2025\Rules - Something Stronger.mp3,Something Stronger,Rules/Shya/Coldabank,Something Stronger,Электронная музыка,2023-03-17,127.53022675736962
C:\Users\marius\Desktop\Musik\Deep House 2025\Sam Welch - Pines.mp3,Pines,Sam Welch,Pines,Electro,2025-05-02,167.07691609977323
"C:\Users\marius\Desktop\Musik\Deep House 2025\Sixten - Hold On, We re Going Home.mp3","Hold On, We're Going Home","Sixten, Embody, STO CULTR","Hold On, We're Going Home",Electro,2025-01-17,158.01469387755103
C:\Users\marius\Desktop\Musik\Deep House 2025\Somma - Harder We Fall.mp3,Harder We Fall,Somma/Yuma./Austin Tate,Harder We Fall,Electro,2022-07-08,150.9146485260771
C:\Users\marius\Desktop\Musik\Deep House 2025\Somma - Howl.mp3,Howl,Somma/SHELLS,Howl,Electro,2022-09-16,192.89637188208616
C:\Users\marius\Desktop\Musik\Deep House 2025\Somma - Howling.mp3,Howling,Somma,Howling,Electro,2020-12-25,187.93070294784582
C:\Users\marius\Desktop\Musik\Deep House 2025\Somma - Rush.mp3,Rush,Somma/Jem Cooke,Rush,Electro,2022-06-03,187.62097505668933
C:\Users\marius\Desktop\Musik\Deep House 2025\Sonny Fodera - Somedays.mp3,Somedays,"Sonny Fodera, Jazzy, D.O.D",Somedays,Electro,2024-07-26,207.20326530612246
C:\Users\marius\Desktop\Musik\Deep House 2025\Sonny Fodera - Tell Me.mp3,Tell Me,"Sonny Fodera, Clementine Douglas",Tell Me,Electro,2025-02-07,197.59020408163266
C:\Users\marius\Desktop\Musik\Deep House 2025\Stevie Appleton - Never Change.mp3,Never Change,Stevie Appleton,Never Change,Electro,2025-09-05,195.721179138322
C:\Users\marius\Desktop\Musik\Deep House 2025\T. Matthias - Exhale.mp3,Exhale,T. Matthias/ Alimish,Exhale,Electro,2023-09-29,151.04
C:\Users\marius\Desktop\Musik\Deep House 2025\Taiki Nulight - Dive.mp3,Dive,Taiki Nulight/Rue More,Dive,Электронная музыка,2023-03-31,197.0
C:\Users\marius\Desktop\Musik\Deep House 2025\TCTS - Daylight.mp3,Daylight,"TCTS, Hayley May",Daylight,Electro,2025-04-18,153.16861678004534
C:\Users\marius\Desktop\Musik\Deep House 2025\Thandi - Chemicals.mp3,Chemicals,Thandi,Chemicals,Electro,2025-04-04,152.78319727891156
C:\Users\marius\Desktop\Musik\Deep House 2025\THAT KIND - Summer In Love.mp3,Summer In Love,THAT KIND,Summer In Love,Dance,2021-05-07,195.33061224489796
C:\Users\marius\Desktop\Musik\Deep House 2025\Tobiahs - Angel of Mine.mp3,Angel of Mine,Tobiahs,Angel of Mine,Dance,2025-01-17,162.76897959183674
C:\Users\marius\Desktop\Musik\Deep House 2025\Tobiahs - Cross Your Mind.mp3,Cross Your Mind,Tobiahs,Cross Your Mind,Dance,2025-07-16,151.41024943310657
C:\Users\marius\Desktop\Musik\Deep House 2025\Tobtok - Into The Bloom.mp3,Into The Bloom,Tobtok/ Jack Kelly/ Betty Bloom,Into The Bloom,Electro,2023-12-01,160.9142857142857
C:\Users\marius\Desktop\Musik\Deep House 2025\Tobtok - No One Knows.mp3,No One Knows,"Tobtok, STO CULTR",No One Knows,Electro,2025-05-30,132.51814058956916
C:\Users\marius\Desktop\Musik\Deep House 2025\Tom Enzy - Ice   Cold.mp3,Ice & Cold,Tom Enzy/ Lissa,Ice & Cold,Electro,2021-05-21,186.69
C:\Users\marius\Desktop\Musik\Deep House 2025\Tom Ferry - Silence.mp3,Silence,Tom Ferry/ Going Deeper/ Sylvie,Silence,Electro,2024-01-26,222.1191836734694
C:\Users\marius\Desktop\Musik\Deep House 2025\Tudor - Bonfire.mp3,Bonfire,Tudor,Bonfire,Electro,2023-04-28,238.0952380952381
C:\Users\marius\Desktop\Musik\Deep House 2025\Tudor - Secrets.mp3,Secrets,"Tudor, Caroline Byrne",Secrets,Electro,2024-07-26,137.5869387755102
C:\Users\marius\Desktop\Musik\Deep House 2025\Tudor - Waiting for Love.mp3,Waiting for Love,"Tudor, Embody",Waiting for Love,Electro,2025-09-19,155.45453514739228
C:\Users\marius\Desktop\Musik\Deep House 2025\Why U So - Hold on Me.mp3,Hold on Me,Why U So/ SHELLS,Hold on Me,Electro,2024-04-26,166.7395918367347
C:\Users\marius\Desktop\Musik\Deep House 2025\Why U So - Mood Song.mp3,Mood Song,"Why U So, Lua Sola",Mood Song,Electro,2025-09-12,144.0
C:\Users\marius\Desktop\Musik\Deep House 2025\Why U So - Your Touch.mp3,Your Touch,"Why U So, SHELLS",Your Touch,Electro,2024-09-20,194.35102040816327
C:\Users\marius\Desktop\Musik\Deep House 2025\Will K - All My Love.mp3,All My Love,"WILL K, Dark Dhalia",All My Love,Electro,2024-10-25,196.72816326530614
C:\Users\marius\Desktop\Musik\Deep House 2025\Yuma. - Mean to Me.mp3,Mean to Me,Yuma./ Lissa,Mean to Me,Electro,2021-04-16,214.8542403628118
C:\Users\marius\Desktop\Musik\Deep House 2025\Yuma. - Paralyzed.mp3,Paralyzed,Yuma./ Jewels/ MAGNUS,Paralyzed,Electro,2021-09-03,158.75918367346938
C:\Users\marius\Desktop\Musik\Deep House 2025\Zac Samuel - Down For Your Love.mp3,Down For Your Love,Zac Samuel,Down For Your Love,Electro,2023-10-27,140.51265306122448
C:\Users\marius\Desktop\Musik\Deep House 2025\Zac Samuel - Ride With Me.mp3,Ride With Me,Zac Samuel,Ride With Me,Electro,2024-05-17,176.3787755102041
C:\Users\marius\Desktop\Musik\Deep House 2025\ZERB - Location.mp3,Location,"ZERB, Ty Dolla $ign, Wiz Khalifa",Location,Dance,2025-01-03,148.16653061224488
C:\Users\marius\Desktop\Musik\Deep House 2025\Zulan - Forever.mp3,Forever,Zulan,Forever,Dance,2025-04-11,159.1207709750567
C:\Users\marius\Desktop\Musik\Gatherings\AkaHendy - Take My Hand.mp3,Take My Hand,AkaHendy/PRZM,Take My Hand,Electro/Dance,2017-09-04,224.6008163265306
C:\Users\marius\Desktop\Musik\Gatherings\Alina_Baraz_Electric_feat_Khalid_Electric_Mantis_Remix.mp3,Electric (feat. Khalid) [Electric Mantis Remix],Alina Baraz,Electric (feat. Khalid) [Remixes],Electro,2017-09-07,233.14285714285714
C:\Users\marius\Desktop\Musik\Gatherings\Alison Wonderland - Bad Things.mp3,Bad Things,Alison Wonderland,Bad Things,Electro,2020-09-24,209.8279365079365
C:\Users\marius\Desktop\Musik\Gatherings\Alison Wonderland - Cocaine.mp3,Cocaine,Alison Wonderland,Loner,Electro,2022-05-06,149.97333333333333
C:\Users\marius\Desktop\Musik\Gatherings\Alison Wonderland - Down The Line.mp3,Down The Line,Alison Wonderland,Loner,Electro,2022-05-06,208.44
C:\Users\marius\Desktop\Musik\Gatherings\Alison Wonderland - Forever.mp3,Forever,Alison Wonderland,Forever,Electro,2022-04-07,194.81333333333333
C:\Users\marius\Desktop\Musik\Gatherings\Alison Wonderland - Fuck U Love U.mp3,Fuck U Love U,Alison Wonderland,Fuck U Love U,Электронная музыка,2021-12-02,198.1025850340136
C:\Users\marius\Desktop\Musik\Gatherings\Alison Wonderland - Loner.mp3,Loner,Alison Wonderland,Loner,Electro,2022-05-06,187.30666666666667
C:\Users\marius\Desktop\Musik\Gatherings\Alison Wonderland - New Day.mp3,New Day,Alison Wonderland,New Day,Электронная музыка,2022-03-10,158.48
C:\Users\marius\Desktop\Musik\Gatherings\Collarbones - Turning (Flume Remix).mp3,Turning (Flume Remix),Collarbones,One In A Million: A Future Classic Compilation,Electro,2016-03-25,334.05387755102043
C:\Users\marius\Desktop\Musik\Gatherings\Crooked Colours - Flow.mp3,Flow,Crooked Colours,Flow,Электронная музыка/Танцевальная музыка,2017-02-10,288.67918367346937
C:\Users\marius\Desktop\Musik\Gatherings\Dimitri Vegas   Like Mike - Thank You (Not So Bad).mp3,Thank You (Not So Bad),Dimitri Vegas & Like Mike/ Tiësto/ Dido/ W&W/ Dimitri Vegas/ Like Mike,Thank You (Not So Bad),Electro,2023-12-01,140.04244897959182
C:\Users\marius\Desktop\Musik\Gatherings\Diplo - Color Blind (feat. Lil Xan).mp3,Color Blind (feat. Lil Xan),Diplo/Lil Xan,California,Rap/Hip Hop,2018-03-23,176.69292517006804
C:\Users\marius\Desktop\Musik\Gatherings\Disclosure - F For You.mp3,F For You,Disclosure,Settle (Deluxe Version),Electro,2013-06-03,268.9350566893424
C:\Users\marius\Desktop\Musik\Gatherings\Disclosure - You & Me (Flume Remix).mp3,You & Me (Flume Remix),Disclosure/Eliza Doolittle,Flume (Deluxe Edition),Электронная музыка,2013-11-11,282.8126984126984
C:\Users\marius\Desktop\Musik\Gatherings\Disco Lines - No Broke Boys.mp3,No Broke Boys,"Disco Lines, Tinashe",No Broke Boys,Dance,2025-06-06,163.99408163265306
C:\Users\marius\Desktop\Musik\Gatherings\DJ Snake - Try Me.mp3,Try Me,DJ Snake/Plastic Toy,Carte Blanche,Dance,2019-07-25,198.40505668934242
C:\Users\marius\Desktop\Musik\Gatherings\Ekali - Blame.mp3,Blame,Ekali/Zhu,Blame,Electro,2018-01-05,177.18857142857144
C:\Users\marius\Desktop\Musik\Gatherings\Flume - 3.mp3,3,Flume,Skin,Electro,2016-05-27,184.8222902494331
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Amber.mp3,Amber,Flume,Hi This Is Flume (Mixtape),Electro,2019-03-22,143.98138321995464
C:\Users\marius\Desktop\Musik\Gatherings\Flume - DHLC.mp3,DHLC,Flume,Palaces,Electro,2022-05-20,138.65555555555557
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Drop The Game.mp3,Drop The Game,Flume/Chet Faker,"TheSoundYouNeed, Vol. 1",Electro,2014-11-16,221.89451247165533
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Helix.mp3,Helix,Flume,Skin,Electro,2016-05-27,210.2473469387755
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Highest Building.mp3,Highest Building,Flume/Oklou,Palaces,Electro,2022-05-20,216.81825396825397
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Hollow.mp3,Hollow,Flume/Emma Louise,Palaces,Electro,2022-05-20,233.14514739229026
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Hyperreal.mp3,Hyperreal,Flume/ Kučka,Hyperreal,Electro,2017-05-05,254.06283446712018
C:\Users\marius\Desktop\Musik\Gatherings\Flume - I Can't Tell.mp3,I Can't Tell,Flume/Laurel,Palaces,Electro,2022-05-20,231.8039455782313
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Insane.mp3,Insane,Flume/ Moon Holiday,Flume,Electro,2012-11-12,213.88362811791384
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Jewel.mp3,Jewel,Flume,Hi This Is Flume (Mixtape),Electro,2019-03-22,193.732358276644
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Let You Know.mp3,Let You Know,Flume/ London Grammar,Let You Know,Electro,2019-06-14,199.57961451247166
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Like Water.mp3,Like Water,Flume/ MNDR,Skin,Electro,2016-05-27,193.63310657596372
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Love Light.mp3,Love Light,Flume,Palaces,Electro,2022-05-20,160.6722448979592
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Never Be Like You.mp3,Never Be Like You,Flume/kai,Never Be Like You,Электронная музыка,2016-01-16,234.9095918367347
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Numb   Getting Colder.mp3,Numb & Getting Colder,Flume/ Kučka,Skin,Electro,2016-05-27,308.0078684807256
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Rushing Back.mp3,Rushing Back,Flume/Vera Blue,Rushing Back,Electro,2019-09-27,231.66319727891155
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Say It.mp3,Say It,Flume/ Tove Lo,Say It,Electro,2016-04-21,262.52106575963717
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Smoke   Retribution.mp3,Smoke & Retribution,Flume/ Vince Staples/ Kučka,Smoke & Retribution,Electro,2016-01-29,241.31918367346938
C:\Users\marius\Desktop\Musik\Gatherings\Flume - The Difference.mp3,The Difference,Flume/ Toro Y Moi,The Difference,Electro,2020-03-11,139.66267573696146
C:\Users\marius\Desktop\Musik\Gatherings\Flume - This Song Is Not About A Girl.mp3,This Song Is Not About A Girl,Flume/ Chet Faker,Lockjaw,Electro,2013-11-22,254.03795918367348
C:\Users\marius\Desktop\Musik\Gatherings\Flume - Tiny Cities.mp3,Tiny Cities,Flume/ Beck,Skin,Electro,2016-05-27,236.6254648526077
C:\Users\marius\Desktop\Musik\Gatherings\Flume - What About Us.mp3,What About Us,Flume/ Chet Faker,Lockjaw,Electro,2013-11-22,307.61795918367346
C:\Users\marius\Desktop\Musik\Gatherings\French 79 - Diamond Veins (feat. Sarah Rebecca).mp3,Diamond Veins (feat. Sarah Rebecca),"French 79, Sarah Rebecca",Technikart 05 - Le printemps c'est maintenant,Electro,2017-04-14,240.16979591836736
C:\Users\marius\Desktop\Musik\Gatherings\Fytch - Show You.mp3,Show You,Fytch/Alisa Nappa,Show You,Electro,2016-09-23,238.08718820861677
C:\Users\marius\Desktop\Musik\Gatherings\Glass Animals - Black Mambo.mp3,Black Mambo,Glass Animals,Glass Animals,Alternative,2013-01-01,244.32326530612244
C:\Users\marius\Desktop\Musik\Gatherings\Glass Animals - Gooey.mp3,Gooey,Glass Animals,Gooey,Alternative,2014-04-04,289.3066666666667
C:\Users\marius\Desktop\Musik\Gatherings\Glue Trip - Elbow Pain.mp3,Elbow Pain,Glue Trip,Glue Trip,Pop & Rock,2015-02-18,333.51909297052157
C:\Users\marius\Desktop\Musik\Gatherings\Gold (Flume Rework) CD 1 TRACK 1 (320).mp3,Gold (Flume Rework),Nick Murphy,Gold (Flume Rework),Electro,2014-07-09,267.2587755102041
C:\Users\marius\Desktop\Musik\Gatherings\Golden Features - Wolfie.mp3,Wolfie,"Golden Features, Julia Stone","Foreign Family Collective, Vol. 2",Electro,2021-03-10,203.6366439909297
C:\Users\marius\Desktop\Musik\Gatherings\Golden Vessel - Shoulders.mp3,Shoulders,Golden Vessel/Mallrat/Elkkle,Right/Side,Pop,2017-08-25,200.38666666666666
C:\Users\marius\Desktop\Musik\Gatherings\Gorillaz - Feel Good Inc.mp3,Feel Good Inc.,Gorillaz,Demon Days,Rap/Hip Hop,2005-05-23,222.64
C:\Users\marius\Desktop\Musik\Gatherings\Hermitude - HyperParadise (Flume Mixtape Version).mp3,HyperParadise (Flume Mixtape Version),Hermitude,Flume (Deluxe Edition),Электронная музыка,2013-11-11,266.52784580498866
C:\Users\marius\Desktop\Musik\Gatherings\Hippie Sabotage - Devil Eyes.mp3,Devil Eyes,Hippie Sabotage,Providence,Electro,2016-02-05,131.2719954648526
C:\Users\marius\Desktop\Musik\Gatherings\Jai Wolf - Lose My Mind (feat. Mr Gabriel).mp3,Lose My Mind (feat. Mr Gabriel),Jai Wolf/Mr Gabriel,Lose My Mind / Telepathy,Электронная музыка,2019-01-14,258.5861224489796
C:\Users\marius\Desktop\Musik\Gatherings\James Hype - Ferrari.mp3,Ferrari,James Hype/Miggy Dela Rosa,Ferrari,Dance,2022-04-01,186.6618820861678
C:\Users\marius\Desktop\Musik\Gatherings\John Summit - Where You Are.mp3,Where You Are,John Summit/Hayla,Where You Are,Танцевальная музыка,2023-03-03,236.0
C:\Users\marius\Desktop\Musik\Gatherings\Lorde - Tennis Court (Flume Remix).mp3,Tennis Court (Flume Remix),Lorde/Flume,Tennis Court (Flume Remix),Alternative,2014-04-24,363.95891156462585
C:\Users\marius\Desktop\Musik\Gatherings\Louis The Child - It's Strange (feat. K.Flay).mp3,It's Strange (feat. K.Flay),Louis The Child/K.FLAY,It's Strange (feat. K.Flay),Электронная музыка/Техно/Хаус/Танцевальная музыка,2015-10-22,245.5814058956916
C:\Users\marius\Desktop\Musik\Gatherings\Mazde - Battas.mp3,Battas,Mazde/ LissA,MAZDE X LISSA,Pop,2015-07-31,301.90585034013606
C:\Users\marius\Desktop\Musik\Gatherings\MEMBA - Schools Out.mp3,Schools Out,MEMBA,SAGA-II,Electro,2019-08-16,175.07310657596372
C:\Users\marius\Desktop\Musik\Gatherings\MGMT - Kids.mp3,Kids,MGMT,Oracular Spectacular,Pop,2007-12-14,302.84
C:\Users\marius\Desktop\Musik\Gatherings\MGMT - Time to Pretend.mp3,Time to Pretend,MGMT,Oracular Spectacular,Pop,2007-12-14,261.0
C:\Users\marius\Desktop\Musik\Gatherings\Nora En Pure - Heart Beating.mp3,Heart Beating,Nora En Pure,Dance Club 2019.03,Dance,2019-09-06,163.32
C:\Users\marius\Desktop\Musik\Gatherings\Odesza - Equal (feat. Låpsley).mp3,Equal (feat. Låpsley),Odesza/Låpsley,The Last Goodbye,Electro,2022-07-22,233.4990022675737
C:\Users\marius\Desktop\Musik\Gatherings\Polo & Pan - Gengis.mp3,Gengis,Polo & Pan,Gengis,Электронная музыка,2019-07-19,430.3066666666667
C:\Users\marius\Desktop\Musik\Gatherings\Rufus - Innerbloom.mp3,Innerbloom,RÜFÜS DU SOL,Bloom,Electro,2016-12-02,578.0897959183674
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Alive.mp3,Alive,RÜFÜS DU SOL,Alive,Электронная музыка,2021-07-13,334.7545351473923
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - All I ve Got.mp3,All I've Got,RÜFÜS DU SOL,SOLACE,Electro,2018-10-19,223.38666666666666
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Always.mp3,Always,RÜFÜS DU SOL,Surrender,Electro,2021-10-21,448.8
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Another Life.mp3,Another Life,RÜFÜS DU SOL,SOLACE,Electro,2018-10-19,400.08
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Edge of the Earth.mp3,Edge of the Earth,RÜFÜS DU SOL,Inhale / Exhale,Electro,2024-10-11,271.51673469387754
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Eyes.mp3,Eyes,RÜFÜS DU SOL,SOLACE,Electro,2018-10-19,230.53333333333333
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Fire Desire.mp3,Fire / Desire,RÜFÜS DU SOL,Inhale / Exhale,Electro,2024-10-11,257.3061224489796
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - I Don't Wanna Leave.mp3,I Don't Wanna Leave,RÜFÜS DU SOL,Surrender,Электронная музыка,2021-10-21,269.48
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - In the Moment.mp3,In the Moment,RÜFÜS DU SOL,Inhale / Exhale,Electro,2024-10-11,278.75265306122446
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Like an Animal.mp3,Like an Animal,RÜFÜS DU SOL,Bloom,Electro/Techno/House,2016-01-22,241.58004535147393
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Lost in My Mind.mp3,Lost in My Mind,RÜFÜS DU SOL,Lost in My Mind,Electro,2018-09-05,260.6645124716553
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Make It Happen.mp3,Make It Happen,RÜFÜS DU SOL,Surrender,Electro,2021-10-21,312.12
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Music is Better.mp3,Music is Better,RÜFÜS DU SOL,Music is Better,Electro,2024-06-21,236.1469387755102
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - New Sky.mp3,New Sky,RÜFÜS DU SOL,SOLACE,Electro,2018-10-19,327.5466666666667
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - No Place.mp3,No Place,RÜFÜS DU SOL,No Place,Electro,2018-05-25,237.98666666666668
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - On My Knees.mp3,On My Knees,RÜFÜS DU SOL,On My Knees,Electro,2021-09-23,261.0011337868481
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - See You Again.mp3,See You Again,RÜFÜS DU SOL,Surrender,Электронная музыка,2021-10-21,320.04
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Solace (Live from Joshua Tree).mp3,Solace,RÜFÜS DU SOL,Solace (Live from Joshua Tree),Electro,2020-02-21,291.6666666666667
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Surrender (feat. Curtis Harding).mp3,Surrender (feat. Curtis Harding),RÜFÜS DU SOL/ Curtis Harding,Surrender,Electro,2021-10-21,336.6933333333333
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - The Life.mp3,The Life,RÜFÜS DU SOL,Inhale / Exhale,Electro,2024-10-11,267.5722448979592
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Treat You Better.mp3,Treat You Better,RÜFÜS DU SOL,SOLACE,Electro,2018-10-19,273.64
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Underwater.mp3,Underwater,RÜFÜS DU SOL,Underwater,Electro,2018-08-10,349.29333333333335
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - Until the Sun Needs to Rise.mp3,Until the Sun Needs to Rise,RÜFÜS DU SOL,Bloom,Electro/Techno/House,2016-01-22,292.0751020408163
C:\Users\marius\Desktop\Musik\Gatherings\RÜFÜS DU SOL - You Were Right.mp3,You Were Right,RÜFÜS DU SOL,Bloom,Electro & Techno/House,2016-01-22,238.64621315192744
C:\Users\marius\Desktop\Musik\Gatherings\Sofi Tukker - Drinkee.mp3,Drinkee,Sofi Tukker,Drinkee,Электронная музыка/Техно/Хаус/Танцевальная музыка,2016-04-21,299.29424036281176
C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - Borderline.mp3,Borderline,Tame Impala,The Slow Rush,Alternative,2020-02-14,237.8
C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - Breathe Deeper.mp3,Breathe Deeper,Tame Impala,The Slow Rush,Alternative,2020-02-14,372.8666666666667
C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - Feels Like We Only Go Backwards.mp3,Feels Like We Only Go Backwards,Tame Impala,Lonerism,Alternative,2012-01-01,192.96
C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - Instant Destiny.mp3,Instant Destiny,Tame Impala,The Slow Rush,Alternative,2020-02-14,194.70666666666668
C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - Is It True.mp3,Is It True,Tame Impala,The Slow Rush,Alternative,2020-02-14,239.26666666666668
C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - Lost In Yesterday.mp3,Lost In Yesterday,Tame Impala,The Slow Rush,Alternative,2020-02-14,249.58666666666667
C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - Music To Walk Home By.mp3,Music To Walk Home By,Tame Impala,Lonerism,Альтернативная музыка,2012-01-01,312.2133333333333
"C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - New Person, Same Old Mistakes.mp3","New Person, Same Old Mistakes",Tame Impala,Currents,Alternative,2015-07-17,363.23879818594105
C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - On Track.mp3,On Track,Tame Impala,The Slow Rush,Alternative,2020-02-14,301.7866666666667
C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - The Less I Know The Better.mp3,The Less I Know The Better,Tame Impala,Currents,Alternative,2015-07-17,216.31879818594103
C:\Users\marius\Desktop\Musik\Gatherings\Tame Impala - Why Won't They Talk To Me_.mp3,Why Won't They Talk To Me?,Tame Impala,Lonerism,Альтернативная музыка,2012-01-01,286.0933333333333
C:\Users\marius\Desktop\Musik\Gatherings\Touch Sensitive - Pizza Guy.mp3,Pizza Guy,Touch Sensitive,FC Radio - Happy,Alternative,2021-02-10,349.44
C:\Users\marius\Desktop\Musik\Gatherings\Two Feet - Go Fuck Yourself.mp3,Go Fuck Yourself,Two Feet,First Steps,Alternative,2016-07-29,129.5998866213152
C:\Users\marius\Desktop\Musik\Gatherings\Two Feet - Had Some Drinks.mp3,Had Some Drinks,Two Feet,Had Some Drinks,Электронная музыка/Танцевальная музыка,2017-05-19,140.97333333333333
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Cocaine Model.mp3,Cocaine Model,Zhu,THE NIGHTDAY,Electro & Techno/House & Dance,2014-04-20,255.0944217687075
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Cold Blooded.mp3,Cold Blooded,Zhu,GENERATIONWHY,Dance,2016-08-01,258.3333333333333
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Desert Woman.mp3,Desert Woman,ZHU,RINGOS DESERT,Electro,2018-09-07,374.61047619047616
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Exhale.mp3,Exhale,ZHU,stardustexhalemarrakechdreams,Electro,2017-08-18,209.76648526077096
C:\Users\marius\Desktop\Musik\Gatherings\Zhu - Faded.mp3,Faded,ZHU,THE NIGHTDAY,Электронная музыка/Техно/Хаус/Танцевальная музыка,2014-04-20,223.48448979591836
